#,Name,Unknown8,Icon,ActionCategory,Unknown1,AnimationStart,VFX,AnimationEnd,ActionTimelineHit,Unknown2,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Unknown28,Range,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,DeadTargetBehaviour,RequiresLineOfSight,NeedToFaceTarget,CastType,EffectRange,XAxisModifier,Unknown14,PrimaryCostType,PrimaryCostValue,SecondaryCostType,SecondaryCostValue,ActionCombo,PreservesCombo,Cast100ms,ExtraCastTime100ms,Recast100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Unknown4,StatusGainSelf,UnlockLink,ClassJobCategory,AutoAttackBehaviour,Unknown15,AffectsPosition,Omen,OmenAlt,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,EquivalenceGroup,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27,Unknown_70
int32,str,bit&01,Image,ActionCategory,byte,ActionCastTimeline,ActionCastVFX,ActionTimeline,ActionTimeline,byte,ClassJob,byte,byte,bit&02,bit&04,sbyte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,sbyte,bit&10,bit&20,byte,byte,byte,bit&40,byte,uint16,byte,SecondaryCostType,Action,bit&80,uint16,byte,uint16,byte,byte,byte,AttackType,byte,ActionProcStatus,byte,Status,Row,ClassJobCategory,byte,bit&01,bit&02,Omen,Omen,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,byte,bit&08,bit&10,bit&20,bit&40,byte
13774,"",False,405,1,0,0,0,-1,5996,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,True,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13775,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,True,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13776,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13777,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13778,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,True,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13779,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13780,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13781,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13782,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13783,"",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13784,"恐惧视线",False,405,2,0,10,25,3215,3255,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13785,"龟足踏",False,405,3,0,8,24,1197,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13786,"未终针",False,405,3,0,8,24,3204,5996,0,-1,0,0,False,False,8,True,False,False,False,False,False,False,False,False,0,False,False,4,8,3,True,0,0,0,0,0,False,30,0,180,0,0,0,2,7,0,1,0,0,0,0,False,False,182,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13787,"染血爪",False,405,3,0,0,0,1511,5996,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,150,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13788,"黑暗",False,405,2,1,8,24,2280,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,13,6,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,7,0,1,0,0,0,0,True,False,185,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13789,"化水",False,405,3,0,8,24,3211,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,9,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,6,0,1,0,0,0,0,False,False,184,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13790,"慑骨怒吼",False,405,3,0,8,24,2927,1875,0,-1,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,120,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13791,"魔法锤",False,405,3,0,8,24,3223,5996,0,-1,0,0,False,False,25,False,False,False,False,False,False,True,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,200,0,0,0,5,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13792,"象鼻抽打",False,405,3,0,0,0,3201,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,0,0,120,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13793,"离子流出",False,405,3,0,8,74,3201,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,100,0,True,0,0,0,0,0,False,60,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0
13794,"胡乱咬",False,405,3,0,0,0,3201,1875,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,120,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13795,"浸泡",False,405,4,0,8,24,3409,5996,0,-1,0,0,False,False,25,False,False,False,False,False,False,True,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,6,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13796,"暴怒斧",False,405,3,0,8,24,3202,5996,0,-1,0,0,False,False,4,True,False,False,False,False,False,False,False,False,0,False,False,3,4,0,True,0,0,0,0,0,False,30,0,180,0,0,0,1,7,0,1,0,0,0,0,False,False,184,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13797,"回旋踢",False,405,3,0,8,24,1299,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,3,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13798,"飞石",False,405,2,1,32,7,448,1875,0,-1,0,0,False,False,20,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,30,0,150,0,0,0,5,4,0,1,0,0,0,0,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13799,"重力",False,405,2,1,8,24,503,5996,0,-1,0,0,False,False,20,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,30,0,200,0,0,0,5,7,0,1,0,0,0,0,True,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13800,"击倒",False,405,3,0,8,24,1310,5996,0,-1,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,False,12,8,5,True,0,0,0,0,0,False,0,0,120,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13801,"殴打",False,405,3,0,8,24,3216,5996,0,-1,0,0,False,False,8,True,False,False,False,False,False,False,False,False,0,False,False,3,8,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,185,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13802,"交错收割",False,405,3,0,8,24,3209,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,8,0,True,0,0,0,0,0,False,30,0,180,0,0,0,1,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13803,"石肤",False,405,2,0,8,7,459,1945,0,-1,0,0,False,False,0,True,True,True,False,True,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,50,0,450,0,0,0,0,0,0,2,0,0,0,0,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13804,"小钢钳",False,405,3,0,0,0,1505,5996,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,120,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13805,"穿刺",False,405,4,0,8,24,3201,5996,0,-1,0,0,False,False,15,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,120,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13806,"崩溃",False,405,1,0,0,0,478,1875,0,-1,0,0,False,False,25,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13807,"水化炮",False,405,3,0,10,24,3209,5996,0,-1,0,0,False,False,15,True,False,False,False,False,False,False,False,False,0,False,False,4,15,6,True,0,0,0,0,0,False,30,0,180,0,0,0,5,6,0,1,0,0,0,0,False,False,182,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13808,"威吓",False,405,4,0,8,24,1534,5996,0,-1,0,0,False,False,3,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,300,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13809,"站裂斩",False,405,3,0,0,0,1535,5996,0,-1,0,0,False,False,3,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,120,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13810,"怪音波",False,405,3,0,8,24,3204,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,5,6,0,True,0,0,0,0,0,False,30,0,150,0,0,0,5,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13811,"坚石",False,405,2,1,8,24,456,5996,0,-1,0,0,False,False,15,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,30,0,150,0,0,0,5,4,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13812,"惊恐之眼",False,405,2,1,8,24,1512,5996,0,-1,0,0,False,False,15,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,30,0,200,0,0,0,5,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13813,"混沌吐息",False,405,3,0,0,0,1553,5996,0,-1,0,0,False,False,5,True,False,False,False,False,False,False,False,False,0,False,False,3,5,0,True,0,0,0,0,0,False,0,0,120,0,0,0,5,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13814,"黑暗波动",False,405,3,0,8,24,1546,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,2,11,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13815,"瘟疫诅咒",False,405,2,0,8,24,3202,5996,0,-1,0,0,False,False,20,False,False,False,False,False,False,True,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,7,0,1,0,0,0,0,True,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13816,"电棘屏障",False,405,2,0,8,15,490,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,300,0,0,0,0,0,0,2,0,0,0,0,True,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13817,"捕猎爪",False,405,3,0,0,0,3202,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,0,0,120,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13818,"剔骨獠牙",False,405,3,0,8,24,3203,5996,0,-1,0,0,False,False,6,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,45,0,300,0,0,0,2,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13819,"火棘屏障",False,405,2,0,8,13,466,1875,0,-1,0,0,False,False,3,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,300,0,0,0,0,0,0,2,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13820,"三重螺旋",False,405,3,0,8,24,3215,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,5,6,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13821,"蛮力上投",False,405,3,0,8,24,3223,5996,0,-1,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,False,13,10,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,185,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13822,"蛮力金刚臂",False,405,3,0,8,24,3224,5996,0,-1,0,0,False,False,10,True,False,False,False,False,False,False,False,False,0,False,False,2,11,0,True,0,0,0,0,0,False,30,0,175,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13823,"回旋踢",False,405,3,0,8,24,1299,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,3,0,True,0,0,0,0,0,False,30,0,180,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13824,"猛撞",False,405,3,0,10,24,3204,5996,0,-1,1,0,False,False,20,False,False,False,False,False,False,True,False,False,0,False,False,2,10,0,True,0,0,0,0,0,False,40,0,200,0,0,0,3,7,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13825,"带电扫尾",False,405,3,0,11,24,3202,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,17,0,True,0,0,0,0,0,False,30,0,200,0,0,0,5,5,0,1,0,0,0,0,False,False,183,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13826,"闪电",False,405,4,0,8,24,3206,5996,0,-1,0,0,False,False,15,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,30,0,175,0,0,0,5,5,0,1,0,0,0,0,False,False,181,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13827,"泡泡吐息",False,405,3,0,8,24,1301,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,30,0,180,0,0,0,5,6,0,1,0,0,0,0,False,False,184,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13828,"蟹甲流",False,405,3,0,8,24,1304,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,30,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,185,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13829,"甲壳强化",False,405,4,0,8,24,1198,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,300,0,0,0,0,0,0,2,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13830,"突进",False,405,4,0,0,0,1222,5996,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,12,8,5,True,0,0,0,0,0,False,0,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13831,"钢铁之吻",False,405,3,0,8,24,4576,1875,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,3,0,False,0,0,0,0,0,False,20,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13832,"钢铁之吻",False,405,3,0,8,24,4576,1875,0,-1,8,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,3,0,False,0,0,0,0,0,False,30,0,0,0,0,0,3,7,0,1,0,0,0,0,False,False,1,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13833,"大地的愤怒",False,405,4,0,50,24,320,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,230,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13834,"程序·欧米茄",False,405,3,0,8,74,3218,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,0
13835,"彗星",False,405,3,0,0,0,4375,4376,0,-1,0,0,False,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,4,0,True,0,0,0,0,0,False,30,0,0,0,0,0,5,1,0,1,0,0,0,0,False,False,1,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0
13836,"落雷",False,405,4,0,0,0,4777,5996,0,-1,0,0,False,False,100,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,50,0,100,0,0,0,5,5,0,1,0,0,0,0,False,False,181,0,False,False,False,False,False,True,False,False,True,0,False,False,False,False,0
13837,"大地的愤怒",False,405,3,0,8,24,4573,4597,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,10,0,True,2,0,0,0,0,False,600,0,0,0,0,0,1,7,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13838,"大地的愤怒",False,405,4,0,50,24,320,1875,0,-1,0,0,False,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,140,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,0,0,False,False,True,False,False,True,False,False,True,0,False,False,False,False,0
13839,"疾风爆发",False,405,3,0,11,24,3207,5996,0,-1,0,0,False,False,40,True,False,False,False,False,False,False,False,False,0,False,False,5,40,0,True,0,0,0,0,0,False,40,0,350,0,0,0,5,3,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13840,"唾火",False,405,3,0,8,24,3216,5996,0,-1,0,0,False,False,6,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,40,0,200,0,0,0,5,1,0,1,0,0,0,0,False,False,185,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13841,"拍尾",False,405,3,0,8,24,2823,5996,0,-1,0,0,False,False,12,True,False,False,False,False,False,False,False,False,0,False,False,3,12,0,True,0,0,0,0,0,False,25,0,150,0,0,0,5,7,0,1,0,0,0,0,False,False,184,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13842,"霉风炮",False,405,3,0,8,24,2825,5996,0,-1,0,0,False,False,40,True,False,False,False,False,False,False,False,False,0,False,False,4,40,5,True,0,0,0,0,0,False,30,0,300,0,0,0,5,7,0,1,0,0,0,0,False,False,182,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
13843,"唾雷",False,405,3,0,8,24,3217,5996,0,-1,0,0,False,False,50,False,False,False,True,False,False,False,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,80,0,600,0,0,0,5,5,0,1,0,0,0,0,False,False,0,0,False,False,True,False,True,True,False,False,True,0,False,False,False,False,0
